4.084865730066831180e-01,-9.090503825402946880e-01,2
-5.600892275765013695e-01,-2.238285462743064835e-01,0
1.475451500870336830e+00,8.133143512429799049e-01,1
-6.203068592228004885e-01,-8.138893962518550795e-01,2
-1.122574207048558481e+00,7.734637534407873272e-01,0
1.773753685152959170e+00,4.477495641057353537e-01,1
2.131720130210507380e-01,-1.481153061357928680e+00,2
-9.260086642805782642e-01,1.186865426507032861e+00,0
1.101833118051205318e+00,3.366783903539447009e-01,1
-4.968874376620265876e-01,-1.609742793387295201e+00,2
1.262256915657386180e+00,2.906892472710896902e-01,1
5.530343746870548527e-01,9.382124066705032073e-01,1
-7.335606501323994610e-01,5.734018849922354333e-01,0
1.424298512769918590e+00,2.570595453994932167e-01,1
-9.924256010633484282e-01,4.216397745956610432e-01,0
1.659263200049039266e+00,3.116452725582289848e-02,1
1.362028895974707776e+00,5.786320721060350669e-01,1
-8.138051399566919031e-01,1.041549808346446504e+00,0
-4.660368537856625082e-01,-2.226655779463616813e+00,2
1.647217597484070151e+00,3.464939051917703128e-01,1
-9.707863319604734809e-01,9.532320746887347207e-01,0
1.587974671386175984e+00,6.966369176671454166e-01,1
-4.732305702424657867e-01,-1.254694663944920574e+00,2
1.643696905175127565e+00,8.083803587797278034e-01,1
-8.685828614809015802e-01,8.485679497844043073e-01,0
1.961813188594026869e+00,4.251516378183959333e-01,1
1.100087333912388665e+00,4.344728184495952328e-01,1
-1.395065736739087070e+00,4.164788109159747176e-01,0
-8.700791144814077338e-01,7.347074314100139336e-01,0
1.484062634601204245e+00,7.288788015078276894e-01,1
-9.358281287900319101e-02,-1.100220768511961822e+00,2
-7.885888841208630318e-01,-9.268376682775036901e-01,2
-3.560589833320303987e-01,9.797506581842122531e-01,0
-6.411255435820412130e-01,-1.349011964763343396e+00,2
-6.855669286726192579e-01,-1.712599109615872361e+00,2
-3.172865428073577965e-01,1.037325697668261215e+00,0
1.113559463009711870e+00,3.099992704334082055e-02,1
-9.960487637770204516e-02,-1.038397557987844610e+00,2
-8.284752999506934668e-01,-5.735144657639382748e-01,2
1.225773284526191054e+00,-2.889986276846318036e-01,1
-6.959650624159507970e-01,1.170307682070951927e+00,0
-5.778364538730865196e-02,5.311613613654989630e-01,0
9.958068081772395441e-01,1.018651863548501124e+00,1
1.407869274449526920e+00,7.347112168065510485e-01,1
-5.722299578303255974e-01,-1.403466682969117363e+00,2
-4.568122615457761992e-01,8.573304929428730847e-02,0
